"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012",
"Moldova","MDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12076597705.021","12233781581.6267","10625604680.7295","7692235181.30913","7766548089.00956","5475951866.55304","5524900281.51035","5330349195.13644","5520035676.64173","5233740829.8877","5129926457.25346","5350983491.65551","5806105379.01299","6360620176.07828","6923248756.35499","7645331700.5901","8491642651.50963","9184984272.67708","9741226748.14808","10729756809.5192","10175744045.1901","11281804289.8702","13670377911.1431","14884947713.8318",
"Madagascar","MDG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","5297275215.26894","5231830682.66207","5450118132.63374","5716809778.4177","6032629124.13172","6288722317.15952","6555293828.42697","6826849089.02773","7305022202.55669","7889193486.79527","8444696671.60895","8180749555.93522","8452143145.82326","8818535946.03521","8991640327.33999","9358364092.64736","9728739516.94778","10282544411.2816","10837023170.0434","11508238734.2505","12316898205.2588","13354147191.6074","11851042833.2123","13284720340.6698","14376224421.1121","15537093712.5502","16843856911.983","18413828814.4186","20162648778.4103","19500359029.1378","19865560649.6535","20666740155.1442","21811068725.3723",
"Maldives","MDV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1138944609.2347","1228019764.34541","1431355243.50001","1655267923.86324","1561849838.16192","1928000292.91995","2193322305.73449","2515294900.18832","2445166008.73356","2652782640.97517","2900210434.08086","3070274570.68734",
"Middle East & North Africa (all income levels)","MEA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","637598598184.881","704590167855.621","751578611942.031","802734743329.085","843992424564.583","879825307889.582","885188382266.838","911925953246.949","956392243715.018","1029663248364.09","1162300236852.35","1283014756080.62","1367719376706.8","1419716895950.64","1489762757374.17","1581726417901.74","1693805113720.98","1785594498779.15","1892652105146.26","1977945572260.95","2120843288001.75","2213224596704.63","2314965710723.53","2461072779734.92","2716139992580.71","2943939327040.24","3214202664872.5","3505910021152.39","3766039993133.47","3892352381539.55","4146720938402.61","4438968870377.88","4721558047074.82",
"Mexico","MEX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","266405593328.702","316957461565.047","333926124830.904","332223697920.035","357098819909.644","378208465721.731","372155176094.745","390174897398.633","435746823021.7","471235740546.905","514264107782.87","554974113639.38","588770290829.494","613430707004.988","655389743286.561","627481842803.94","672333117534.238","730457378169.358","775069035569.265","816605828616.16","901378846489.318","920831959469.121","956326468897.864","1108677891791.98","1188107737369.36","1298150277310.85","1445259688175.44","1536073781665.66","1630792431104.76","1611211564817.77","1718999249692.74","1911301753859.06","2021908899893.47",
"Marshall Islands","MHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","3160248813677.48","3538238001761.8","3855800307570.99","4115126112051.18","4474084657168.3","4811893240699.63","5112921251730.68","5500782762179.14","5962164847377.69","6375925835219.98","6798401696144.5","7243773939770.65","7693647079464.34","8199075908318.25","8759505120417.67","9391842340126.93","10112592737849.8","10836496699847.1","11446516596967.5","12025273552601.1","12982452167500.5","13756585587234.8","14596276017830.5","15867502332843.1","17597994006983.5","19567782550794.4","21963943638831.8","24640391974994.1","26787724833303.3","28128308669575","30779489699057","33511998646653.1","36089078240108.9",
"Macedonia, FYR","MKD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10614077420.874","10297565312.8058","9824191771.94046","9289664198.22948","9312163271.08868","9422602215.5486","9703067827.37323","10032553427.8026","10550463752.2039","11118743193.5051","11939212815.2782","11765871352.5022","12209023021.202","13053343736.6474","14271744632.883","16044936786.6118","17896531270.0554","19420355113.1429","22009840121.5363","22937411358.3712","23340661596.6936","23759718943.1373","24538700803.5884",
"Mali","MLI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","2594863376.45653","2712860730.15523","2744670769.02034","2990134385.76969","3237998764.23893","2957938529.41682","3279167466.7765","3357753104.61758","3526159274.15522","4089320249.33496","4165775788.5382","4376953182.59722","4841571819.87557","4841866097.04236","4985512676.1566","5418250391.98916","5691661983.98564","6193621063.94702","6659549709.46646","7212282981.60678","7604123918.79121","8717475130.2187","9226980834.2258","10122424033.5177","10634456794.132","11655456275.3419","13063552224.8071","14020052278.8171","15043511714.9063","15852174117.0617","16999059613.9251","17834688862.5138","18039381525.8158",
"Malta","MLT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","1744421914.01549","1971100964.49802","2138968174.98946","2209958688.91089","2314566198.32455","2446917454.95816","2598823001.06753","2784921556.2614","3124392895.60761","3507174924.2341","3869205729.57464","4250998326.99634","4544150224.75236","4851851339.17642","5230402020.17724","5691540389.71554","5458757525.32474","5837468654.01462","6142798084.29002","6460144692.20366","7261742769.13267","7173173048.43971","7653626793.37894","7849709388.43131","8001497907.14694","8488083439.66615","9019368774.28778","9606272590.76849","10423647713.5557","10597744866.8166","11095504349.4899","11773090546.2297","12138243845.8608",
"Myanmar","MMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (developing only)","MNA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","348924761119.156","379503547660.055","441205129128.926","496513561320.14","524939080003.301","561982124692.452","557250116096.544","573634106307.876","592024517689.11","629947105739.767","706851344328.516","781024967973.021","829670662886.781","849373423910.053","885979944325.414","933125290440.275","1008350650880.13","1058206667166.41","1136470885050.29","1204714356369.83","1274061887991.43","1338126910198.74","1412459910237.02","1483567591285.87","1625142985293.99","1755506952073.39","1906875581022.16","2081240789667.26","2216035445651.96","2309933484485.88","","","",
"Montenegro","MNE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3987536758.65219","4122795316.47393","4269349864.24131","4468264571.66517","4796017991.73016","5163329276.65736","6464541787.79333","7688115184.68226","8588182978.82942","8074128446.44288","8194675071.07154","8492424073.00134","8823170302.24184",
"Mongolia","MNG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","1809776469.32032","2080214720.5037","2288659188.64502","2515510118.53867","2740429369.3656","3064364228.29014","3263238881.52501","3549366713.58431","3836861366.33282","3855560162.66023","3640010301.76752","3372647617.78532","3337373833.57731","3478006296.54632","3785852324.71292","3939005153.72879","4171390763.46429","4371271520.24522","4571549367.55757","4723991671.21455","4973737117.9113","5293733445.45929","5783862060.8123","6578308385.60468","7289666694.70786","8168672118.1637","9266887126.48682","10314836116.0582","10273488385.2028","11073590433.652","13289836701.5348","15275005317.6116",
"Northern Mariana Islands","MNP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","2521331990.52996","2895522282.52941","2859976264.22519","2506326157.78094","2431426523.61331","2530737976.00612","2527816179.29515","2984355742.36598","3341520885.04871","3692684558.29539","3871059606.64819","4198740058.22469","4068330788.9947","4517344873.89484","4921162257.65351","5171652583.68203","5652707372.49177","6351591413.12306","7135280127.56365","7827623374.16452","8084237553.56192","9251260289.62656","10230415442.6894","11075150049.9221","12385139318.5131","13906009356.2854","15262001307.6128","16848062868.7658","18396735576.0832","19734162132.8476","21414950381.1685","23471920967.8644","25804723943.0648",
"Mauritania","MRT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","1425684310.71123","1613105019.14882","1671342796.1642","1802353070.85192","1809700205.00284","1920818985.03165","2075969380.69558","2177401147.00106","2291990668.16415","2491894404.52224","2540588434.29329","2673898486.07612","2781387349.63022","3009316357.55738","2976604405.76395","3344950361.90125","3602263673.31704","3523197565.20849","3734166384.62238","4081153058.85408","4151512480.72924","4330917314.78195","4430504623.89264","4794299576.03933","5212373730.28776","5868422986.13365","7200778403.78864","7529155228.60285","7966307320.27687","7938264054.0793","8453365573.27809","8974615280.60168","9882042100.05041",
"Mauritius","MUS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","1719839724.87564","1991677998.7406","2229181256.65719","2326251080.76245","2527019106.44238","2785301153.70238","3124991845.71628","3502536870.35231","3870660906.44578","4195705107.54893","4667800767.69302","5040503069.81537","5481859952.78175","5886742831.10496","6255039987.44963","6674999527.28443","7172788753.55427","7726878595.23741","8311089261.69968","8653120137.38558","9638334358.97163","10110517364.1263","10491837008.1542","11104597925.1619","12072779162.4837","12628351001.8466","13550345026.6893","14762378930.7971","15921237958.504","16548269650.932","18058068147.955","19137281599.9827","20209792492.6118",
"Malawi","MWI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","2059141967.37347","2132991604.8135","2319602024.29101","2501025821.01939","2734054345.3393","2946340952.02983","3005749958.36418","3144098279.37578","3356963212.99072","3530172953.31321","3872626517.02779","4353811022.57232","4119527865.59663","4617855135.22452","4229371245.89178","5051749434.8897","5517367546.19205","5837005009.72966","6149566342.24698","6429567239.47011","6672213150.28387","6484012959.21807","6701323982.47574","7218822173.6028","7781852350.10918","8268474988.80316","8711211021.72039","9814546589.18457","10868104876.4641","11954278725.6967","12905657343.4464","13753240623.8223","14343825757.3103",
"Malaysia","MYS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","33443155566.2785","39116764323.5039","43965551534.5002","48561275572.1961","54295942978.7579","55326173388.1727","57215147119.5529","62064966179.0943","70608927157.6488","79903805068.7299","90406302795.5549","102401603512.799","113848664244.552","127856908731.114","142478150735.239","160122930812.317","179258500649.875","196093879743.395","184214598425.486","198387884748.904","220635652370.91","226805742375.478","242914428170.098","262388644755.044","288064910254.615","313496403321.364","341682848391.855","373734429342.518","400456306990.899","397861593046.127","432027007301.721","463650605975.212","501248928885.773",
"North America","NAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","3040057241646.06","3412332945505.25","3545684900497.98","3846472245514.29","4273232469478.04","4587373291831.06","4846556100698.7","5151251276442.71","5553145272352.44","5962924573909.81","6295342693255.99","6482788447143.47","6832003810377.73","7179261894308.87","7631365488511.48","8007995964628.89","8444602941801.18","8992144251359.89","9515464401259.85","10130265392642.9","10777403641221.9","11148420963648.7","11532863533409.4","12083639890605.3","12852007692701.1","13702043426483.4","14521437057525.9","15231033356625.4","15524763216280.1","15179559939059.7","15759493130368.8","16425542473565.3","17175585423578.4",
"Namibia","NAM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","2383264701.86773","2629884627.57684","2779839171.1469","2838507842.58218","2937907407.27041","3044196109.1666","3258853457.45087","3472158161.37252","3624174852.28722","3829670543.43116","4074068950.98132","4556809639.13084","4987356307.50643","4994325240.57911","5468846176.35598","5826265441.43032","6118898317.05889","6499896592.38195","6808264369.77454","7141055132.60833","7550070480.88156","7812376897.93725","8319298711.68535","8854654328.88994","10220772015.0775","10827002302.648","11966776784.3768","12975477079.3635","13710212003.9631","13680040321.2119","14732741678.5437","15900175760.4558","17092491367.3136",
"New Caledonia","NCL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","2637616727.68324","2902389679.01948","3129204912.47341","3098434221.40703","2673900168.86945","2968359251.62617","3227740605.60948","3324788173.18646","3677938519.31813","3852033440.96089","3946774740.54661","4183094348.62943","3992873449.23878","4139555675.34888","4392984340.91844","4612318463.37751","4854481952.21213","5084333132.10478","5693107143.83603","5743730043.64498","5785298577.73249","6336782024.87304","6632817972.27013","7131480832.06144","7339309821.13175","7924152246.58157","8654211401.58175","9185312088.44683","10288563319.5475","10284984101.0863","9592635299.23265","10021076127.7137","11406842641.3299",
"Nigeria","NGA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","59346941322.229","56387952408.5295","59683143844.4209","58759021923.0016","58028291849.8012","65603937580.5184","68756700235.7197","70275573363.6627","79922010629.4836","88901866113.0704","99836294287.9333","108138246078.923","113638187048.477","118683824783.117","121221359470.941","127142551468.301","134957837474.336","141273618801.817","145950749905.155","149720375225.042","161219751602.1","169985873705.31","175421952443.882","197566234260.147","224651474586.524","244642093040.951","268191322253.685","293765851798.778","318228704271.265","343368258398.739","375715229920.619","411932492160.916","449289020034.603",
"Nicaragua","NIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","5519635430.55381","6360734726.51727","6693189977.94749","7278925609.43349","7434023886.51523","7348342851.65767","7436222800.42395","7600034054.83338","6885554476.78343","7023464428.88247","7283050635.84247","7516193129.31681","7704091629.02563","7842200697.4246","8268941363.86702","8961539239.49685","9698835145.61859","10277941652.846","10809174814.8609","11739351102.3853","12485277087.0219","13146380434.2013","13460587557.7364","14090583854.9325","15256291466.1186","16437708973.0207","17672508964.5381","19099369651.4041","20301690201.4751","20033941332.1336","21037414225.2854","22655667527.8331","24398236728.559",
"Netherlands","NLD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","139379399411.467","151247975110.22","158472225329.497","168150702593.105","179807520327.092","190079805852.692","199745863579.459","209573353622.803","224276530393.467","243059141166.441","263018083281.248","278982630456.337","290480745596.068","300590472150.764","315965219659.588","332570885354.692","351393459276.846","375669576874.556","399948975345.145","425782044621.909","468263389404.33","494026091135.335","515791652609.032","514545139054.76","540306495036.957","572900602702.298","621570597023.888","666812779188.484","705759481431.675","677507724753.418","692416276332.584","714117490892.174","724336718224.292",
"High income: nonOECD","NOC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2118852155902.57","2217813668429.21","2275800525150.33","2171954082047.87","2169327094088.41","2138706620822.44","2198125480287.97","2267323803834.56","2395597155113.21","2400675781033.62","2532341682694.44","2808342353286.08","2938869690323.42","3124062046120.58","3460662396967.35","3832795028806.11","4287294007896.77","5001900373222.89","5528673643213.25","6258782773695.36","6095510886599.42","6608954558473.72","7146520252595.85","7534487145112.04",
"Norway","NOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","39015892185.2487","43332960968.3653","46030607411.634","49701726181.3807","54607879578.1331","59288566520.2086","63061619963.4104","66066072289.3417","68230930742.2079","71521289968.0803","75718161526.7735","80836546979.1203","85671928985.9517","89992259038.0645","96515723079.8765","102642645582.122","114044706244.673","123045820401.297","121454400146.441","132968324181.911","162264290473.303","167425472674.102","168178789115.096","174735584297.724","195019638479.442","220190150869.992","250644072564.789","262804621693.908","292492126902.314","264532569447.423","280894940067.586","302367150735.933","329437693345.338",
"Nepal","NPL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","4069576926.42617","4822292764.95686","5309461261.72585","5355141275.55274","6094173311.31467","6666204406.75754","7126419709.74302","7459596212.21912","8313511488.43382","8999961404.64579","9774264381.52357","10750021557.4626","11427190198.6709","12127292900.1025","13390873078.6896","14177666356.1137","15197517110.7557","16272544857.8369","16998888277.7136","18009228915.2953","19539631322.9095","20941731302.0704","21307395609.5973","22614521342.972","24339034074.298","26021817153.3422","27763651503.9153","29543223961.255","32039904366.4723","33786666351.2012","35887706163.1085","38074766340.96","40780703783.7324",
"New Zealand","NZL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","26540704042.3964","29970866810.7547","33160404994.7584","35411139846.9842","38553088506.4733","40039651337.4374","41798139065.8566","43217103966.8151","45207879539.0426","47239615784.2292","48780654164.9379","50354574681.8438","52275672438.2887","56399779198.3376","60902619559.2848","64733157033.7251","67580822001.1101","70884153103.2545","72333939697.9251","77511395940.5016","81535762105.7895","85803704913.9522","90436573159.9027","94862816498.5744","100692763411.821","104621737212.693","113269589451.408","121770765406.811","123833716814.915","128182184051.839","130220891221.009","136267452679.899","142832103932.203",
"High income: OECD","OEC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","7881134734783.69","8780806055846.15","9327560340007.66","9989054312073.92","10860429450546.9","11623441337411.8","12262229575178.1","13041218879809.7","14133494985296.5","15244847242984.3","16312855087225","17070192156108.4","17813420637056","18449568758011.3","19453483618868.3","20445403835299.7","21471144685790.4","22627600702868.4","23547062596306.2","24708228579197.3","26367893092553.6","27474591628952.4","28524210704177.1","29543386236028.7","31262335682635.6","32996399338307.4","35285412140123.7","37304099239759.8","38346279580033.7","37421890584988.8","38841504203488","40281484070859.9","41900239020281.3",
"OECD members","OED","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","8297469888673.75","9269133738713.59","9849354333638.19","10522662687283.4","11437460957165.7","12234293729285.6","12884089006702","13708477753767.6","14860140078037.8","16018960298983.7","17158927556590.8","17959503094370","18757137876316.5","19447539644146.8","20487335112885.3","21481752788308.5","22585535090969.1","23839835396583.1","24966472486787.9","26155796517513.1","27979918812486.1","29093046671132.4","30201651188871","31395629387918.2","33302387720175.4","35247016508120.5","37808709527618","40006106880913.4","41250113477068.6","40274617789938.9","41918407331890","43666372466731.3","45499824171816.8",
"Oman","OMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","5537711306.35069","7089220044.76222","8391335664.12299","10177133903.5269","12323993018.94","14479327203.2299","15099462059.9085","15007103943.6172","16455902043.5468","19082896474.7702","19780797674.5711","21695352601.9085","24016199281.8718","26025834219.5443","27584967322.7153","29637155869.6637","31080663995.7681","33591233513.8898","34963202489.9205","35431589675.8556","38153434188.1076","41937608753.1515","43713211136.0604","44767919590.3075","47591443338.7097","51135023338.4035","55687784375.762","61198787337.3964","70558774335.9802","71961877528.2441","76999566315.533","78866803920.3809","",
"Other small states","OSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","16250785502.5794","18738088313.0008","20120499291.1973","21821285941.7039","23933105474.19","25113229411.1562","26680807505.2855","27257799336.3024","30927000255.6272","34538906867.6597","38183248704.7619","41492315549.1974","43420053440.6854","45508626626.2776","48199858500.1343","51442226168.9558","54863438789.0821","60203280724.835","64184856389.867","66403806752.9204","70705765897.3808","76593044689.1783","81655536031.5642","87496059536.3222","97712384799.1335","104363866472.243","110115554285.652","123667366071.559","133826684413.769","132746218276.34","141698831102.615","151910700100.605","161483379831.055",
"Pakistan","PAK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","47040253130.2322","55524189228.3129","62758204112.9977","69662879486.2074","75940296530.2601","84201029961.6625","90819769925.8163","99512423794.8613","110830155078.028","120706097870.41","130869867302.711","142166471601.832","156346921612.079","162583084114.58","172093441924.662","184836120846.396","197225923891.85","203067202719.107","211171429955.673","222110311472.648","236583002018.599","246743115014.146","258835192158.304","277095701688.085","305878103014.455","340262059924.66","372936778759.333","405557512668.227","421141548961.511","440117539245.395","461824000024.673","485590829183.358","517872762200.55",
"Panama","PAN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","6115521979.2273","7304505413.78113","8164034422.27104","8105784726.71746","8638085921.88616","9341841510.36593","9891471910.80981","9997100165.57894","8961059316.39904","9443653765.05712","10595659874.5705","11987660152.2739","13244058510.6957","14272822510.7421","14978500010.6425","15595446514.195","16317684040.6025","17706859369.9791","19273825491.9349","20322502488.9381","21325998058.8586","21934724590.0052","22787758435.7519","24246363709.651","26803141468.0327","29684275263.507","33254951221.82","38363886870.9908","43179511966.6204","45238821315.732","49331608427.888","55721972661.3642","63176065091.1953",
"Peru","PER","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","50208847675.1325","58857789698.0239","62069202782.3457","56910492783.4413","62118368107.4428","65807868501.2738","74007244761.4651","82269654561.6752","77727875671.8684","71217365790.6684","70116541489.6597","74069616276.6148","75305490880.0149","80623449533.6675","92812681899.4395","103147971248.816","107617928983.067","117221917213.354","118086608829.949","120913400523.423","127174493754.436","130337147201.612","139103087704.101","147760432008.842","159475004309.271","176016624588.136","195758962358.736","219372535845.789","246205851319.056","250510051809.926","276103583848.214","301326816979.401","327825011396.039",
"Philippines","PHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","63524073979.4384","71856187431.6726","78993394076.6073","83657398429.3705","80442410347.6395","76841974868.919","81244368543.3091","87230367414.5962","96363437588.1704","106195697939.057","113570697308.357","116751097408.927","119612717642.207","124821959535.939","132951592891.416","142409755272.844","153403953035.501","164469121941.961","165817807427.636","173434501186.742","185003252926.999","194672812020.788","205046900693.631","219772414994.853","241084563772.765","260987323044.373","283531593971.577","311055720024.923","331137278404.141","337883586706.752","368536654823.971","390072616046.263","426503036719.251",
"Palau","PLW","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215317204.225969","205781934.354523","184427371.184448","201919674.220715","229138512.743184","257448308.649751","268446771.223196","277662405.382069","266520130.80437","273103760.821942","293132132.243519","306084394.314264","316578493.449375","341049359.127507","364622881.243385","370647770.025952","383831054.939457","371524171.717424","335051705.844512","336944728.045706","366591362.418462","394964572.469333",
"Papua New Guinea","PNG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","2958314419.75874","3226685839.52819","3435363053.06544","3686357040.45744","3811237868.22659","4084744165.57311","4372063560.03666","4624838722.49193","4925125689.72141","5037979377.73995","5071540924.64081","5744518979.13744","6677837928.26538","8066409859.07209","8719717993.71642","8627022032.20784","9458784903.27163","9264701108.60912","9040753274.27147","9343533169.61469","9307551613.6978","9507017689.09644","9646048592.81146","10062387481.3138","10626798411.8447","11374365124.1007","12044754000.6766","13286308877.7129","14489982998.8409","15421287635.7237","16877787359.37","18788187765.0018","20770882506.5",
"Poland","POL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","227402146658.589","218942874768.804","229779577301.341","243601947277.751","261860745610.414","285876007540.158","310800319489.627","339334876356.118","362317901627.536","382559082423.414","404310133804.745","418943055474.032","442062259953.826","457975679156.682","496712723222.441","526078602780.189","574156166776.873","638430709551.814","687046277261.063","717115747530.437","765030467516.817","814342885472.322","854191311575.811",
"Puerto Rico","PRI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. Rep.","PRK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","52726598614.1734","58601456208.1856","63499518225.4296","65896986281.41","67086500056.6408","71076224431.78","75674513099.9197","82864065186.9273","92147770462.3578","101797167138.413","109910360595.959","118777154570.245","122922716291.974","123054232497.395","126840419947.416","135017248415.097","141023574128.277","150372752070.012","159225368456.236","170318304390.563","181963237017.236","190565955297.725","198513625998.376","203216299563.163","208500117717.997","225430206677.988","242773801545.894","256595101906.123","264911925481.135","264660953120.526","271754901561.329","270109258391.338","267491791683.434",
"Paraguay","PRY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","6164185425.33947","7360179331.40052","7699484303.95561","7760507313.29842","8278760149.13243","8917485301.81693","9569515690.91118","10596745000.4349","11614428023.7218","12887448198.4704","13927754099.166","14904192139.6787","15476288042.4687","16596302206.9861","17834754564.4041","19494811634.5317","20152250808.2564","21412183707.2202","21727765327.8631","21745187489.9965","21701591698.3703","22008480701.2003","22361085535.7701","23818633062.4697","25481870574.5213","26889379467.9076","29091129028.6097","31557449714.1522","34306447579.1868","33235517625.9249","38089852899.7399","40588768538.093","41044174536.8551",
"Pacific island small states","PSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","2464120699.07758","2542016745.43269","2629070478.11641","2913210503.64632","2939357654.44482","3177155421.05664","3136437894.12039","3271916754.77017","3560923543.93252","3862300593.86868","4004464452.65718","4292773810.57445","4481530159.81328","4816491083.40554","5135487728.49452","5423547551.48731","5483160562.63468","5683980056.4362","6010790479.89298","6055006406.41989","6221941754.36432","6424710967.55889","6728992881.78462","7210754404.86973","7621034399.21112","8078523761.09124","8443021224.23667","8832858219.09075","8800997327.00161","9054349378.49848","9565785356.30899","10028190002.418",
"French Polynesia","PYF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33987159890.8149","35914320170.0403","39101062926.6303","41318117149.7412","51333873435.4043","57068650912.4062","69866874600.8689","84833023969.5536","102056465377.45","115307842884.199","136401215238.616","157359617067.379","171136102214.881",
"Romania","ROU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","81599452710.1033","90034440506.8926","99305119876.7119","109113766035.344","112334448567.1","117603419239.831","122018452470.873","125637322612.144","122805936406.177","120325492211.831","108365097924.513","100865919593.091","104635132711.195","111004362397.575","121719531960.494","129471132809.8","124049366976.062","120136514744.106","120012463579.765","127067115926.025","142061648040.037","152909217417.906","166999530482.964","189324680729.408","202527396486.604","240022047422.974","272899817297.625","322327268231.781","314535089109.663","317503705535.476","328894189523.013","352270508782.993",
"Russian Federation","RUS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1180371440132.29","1188383880050.37","1166754179835.32","1018216845190.36","950340447044.775","847802012229.927","831579527162.402","816899787805.988","842876740308.07","806843144521.68","870670207306.01","999655703201.13","1074375236027.53","1166680034056.19","1338190711524.14","1474540733214.51","1696729169973.85","2130268002289.92","2379118100632.95","2878201301032.09","2728446129690.69","2957476196185.86","3203505135746.75","3373166006849.21",
