"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012",
"Latin America and the Caribbean (IFC classification)","CLA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","8728168475.37608","11176951074.8085","12749204899.019","14163599048.3133","15793969772.3824","17588696053.1779","19199652921.8852","19337964449.1917","18445766066.2009","18791957363.0445","18313761888.3359","18214927938.8773","18022037313.6862","17827801544.4755","17736010676.3567","18747534166.1579","20033477878.5472","21461080057.5766","22859246794.0492","24213550023.8658","25776437893.7796","27550812798.5076","29120666492.2731","30932664059.2833","32979591403.8135","34856839002.5959","37140684872.5432","39510546701.2208","41417105300.3476","42606357900.5144","44601128825.1188","47417588444.4093","50819740891.5081",
"Congo, Rep.","COG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","2534667986.54432","3260684627.55154","4275678274.61723","4705001151.25387","5222260995.79129","5317937332.12444","5063794325.94838","5222030626.05464","5499327583.5285","5854702507.19184","6137514439.69075","6498101360.8185","6808274827.68256","6889376623.90408","6643502386.95659","7068984887.03053","7502821351.5546","7599676119.60058","7994472262.48767","7902234626.13531","8684842819.40421","9219473520.97903","9798471018.22373","10086239070.8443","10730327212.3792","11946336814.0948","13100729336.5003","13267242009.3174","14316260720.2109","15520746866.8961","17104863460.9811","18066317445.4802","19196112758.9786",
"Colombia","COL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","67966500566.8233","76018960301.2598","81415584483.3842","85976954473.4731","92198939357.5897","97948959222.2307","105985481340.609","114950601800.234","123782905061.786","132832027529.347","146199933428.948","154610784683.864","165812354191.125","173456138385.184","187316423335.906","201645979048.27","209435534890.157","220795716575.941","225173292973.973","218869872536.482","233488972875.936","242788914986.181","252909633602.854","268355535209.99","290613996457.191","314392155161.362","346270128129.37","380896434694.602","403127775391.454","413387200867.683","435555707960.9","474382249658.935","504834316446.073",
"Comoros","COM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","189308156.089746","215053139.65504","242720467.23799","264485828.856863","285698466.004476","301137526.264304","313619475.689269","328095881.808408","348646079.730573","350263787.136319","382057466.965285","373726314.729257","414152074.423505","435953970.424636","421357839.401196","446725971.265051","448763878.434665","475850389.632991","488724663.143723","505432357.518356","523689881.376708","553392417.872177","585714297.538441","612851709.086181","628569861.190688","676904052.093757","707420264.39678","731503232.866187","754968637.014459","775390688.320559","801881032.198312","837180883.068364","882343044.001462",
"Cape Verde","CPV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","142251955.426212","168733620.08062","184071394.338919","209570574.346833","225667807.529548","252657607.723338","265724128.228037","285295367.447748","312934933.470797","343217174.992586","358699709.850033","376097449.06655","395710230.636191","433948354.30797","473466477.701548","520776468.118642","565474866.511213","620407730.021625","682051575.704593","774131040.186954","848354077.215341","920836222.281959","985222550.850871","1053088126.645","1129034371.16859","1242576850.16644","1412746714.78929","1579437003.18123","1714416081.02264","1793693489.98631","1912382953.83083","2051619219.91849","2190256348.30899",
"Costa Rica","CRI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","7135625982.49961","7627893536.82829","7503049213.03203","8023143210.08806","8840726995.31745","9205599130.00168","9955880350.69408","10952147024.8455","11766413259.5687","12827834480.2712","13834254348.4435","14672288872.2653","16352429899.5409","17949834800.8086","19181537872.788","20397369379.4356","20942595117.5213","22537057487.6365","24772884805.6561","27202868375.3478","28291941602.1049","29244786052.3023","30582206716.1826","33226310967.1127","35615496941.0126","38963718160.9521","43751910821.1013","48592843785.3541","51024127475.6881","50952729323.7346","54195449651.1434","57805824860.7287","62208639678.1626",
"South Asia (IFC classification)","CSA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","20818520170.2199","23076772653.7801","25114189383.2586","24744984138.5789","25633002741.8919","26188229473.9215","26944578466.5599","27358530302.7457","28601897739.5057","30622942409.6364","31986060428.9759","33274409548.6971","33614903980.8379","34327817684.5546","36239291935.5181","38240751166.6848","40397820636.0418","42663411165.6891","45585403720.3396","48327665967.8571","51429079882.8875","53652684229.9296","56887355219.3402","62495093250.9467","67804274332.0473","73193840835.7376","82217005649.6795","87547543716.1771","91364331234.3675","88740742317.1952","90436537457.8874","91852813255.4272","",
"Cuba","CUB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","2576290582.09158","2888672399.49833","3249218657.70352","3566294150.25103","4024295851.44825","4349684646.17329","4611654914.51275","5082144549.52871","5713868145.4716","6400161118.93527","7134732066.04003","7431750228.71015","8301586387.6644","8542974290.81682","9231209313.66615","10022172865.5038","10444070291.9363","10905646548.8841","11660464162.7864","12349311149.6728","13491253750.2781","14684404322.9967","15183747346.6842","15759394495.2446","17168331987.2058","18496340420.1353","20311839224.9665","22331790443.7336","25232117549.0548","25202527270.4961","25544351442.7529","26282631895.926","26719719726.0781",
"Czech Republic","CZE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127247774960.74","116454187741.378","118615902730.934","121294704759.728","127434631392.054","138171506552.349","147225703153.723","148140596413.521","148369159437.139","151997889304.501","159697357972.755","172166800178.32","179310812394.498","191540049269.037","204966134092.194","217658883480.874","238565512474.926","262644127771.586","269837731198.052","268945170670.976","266149908081.999","275093403733.895","279591179834.194",
"Germany","DEU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","771392215708.811","848154986215.416","896278312388.803","946381493877.615","1009643937398.13","1064699682686.41","1113403885744.03","1162119603789.92","1246849462163.32","1344492996479.35","1469865393272.84","1599707134966.21","1669008731215.06","1688553253314.18","1766484709028.05","1833376266505.95","1886283979002.76","1929707008940.53","1982719028880.35","2051700051258.65","2117499265861.19","2199870274532.2","2263786293163.43","2340647377723.15","2448963454385.05","2565997353296.7","2759879060689.74","2923603798515.08","3047862853179.55","2918240469737.29","3079031676485.07","3227443592982.02","3349405425245.61",
"Djibouti","DJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1110935818.97653","1099552875.27805","1122511363.55375","1071171611.39568","1082735977.4875","1069277958.722","1043426609.3002","1055608797.38374","1071502280.42258","1110904110.62656","1139664831.30022","1189368850.88499","1240332930.69391","1306986403.34671","1395149052.17681","1487146177.72209","1608804980.7127","1739874794.67026","","","","","",
"Dominica","DMA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","147942599.688008","181361832.824494","200366915.830514","213899104.221472","233975451.238775","244218293.757859","267350551.547883","295873950.939475","332383168.218138","344056748.623634","375870906.394094","391006993.252165","407416838.197992","423347600.952043","438149891.263319","457196745.270056","477584481.24051","494048391.810033","525928671.014036","537286683.233874","518138150.084732","529536071.950699","526664710.525319","577511594.481623","611736248.510609","626874694.143019","708652567.852659","772630200.68183","851441126.400398","849219956.600623","870910962.029189","898411920.360972","906298298.867953",
"Denmark","DNK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","50952520588.6734","55233718532.8841","60775344396.5946","64854756561.777","70093542537.6861","75141185901.7715","80623393332.2006","83227980255.0953","85981193107.9646","89748630501.7686","94717366705.7386","99349790496.7913","103718425359.095","105900192680.967","114089244955.535","120026082886.443","126509794063.851","133357131501.492","138566093752.365","143272092830.443","153875925435.504","157725604182.637","165346042893.945","164078983294.339","174459268970.509","179888492352.213","195737796304.594","205855864449.379","218808637280.399","211357561355.073","225168662309.721","228020050054.28","235281423784.927",
"Dominican Republic","DOM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","10417774800.0544","11881820892.7253","12819889272.3994","13943749387.9454","14648696264.0996","14775641950.7598","15638054072.5192","17724753855.3761","18737441217.7069","20298382282.6387","19919088319.3239","20790465371.8207","23460159407.6013","25706083659.3775","26833598262.8103","28966301980.5997","31581487508.5129","34766905823.8712","37726937146.8356","40850771032.7128","44095435797.1649","45910995371.7788","49357113567.2033","50269122425.0885","52360458151.8668","59109442656.999","67527446457.4921","75373747517.7374","81089502450.433","84627683566.8402","92407191472.484","98603863744.4876","104858657553.835",
"Algeria","DZA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","57105736149.0779","64331623064.8903","72619288175.9151","79568322945.6294","87179838556.4464","93166434894.9083","95630608829.0792","97743494636.7986","100135801867.178","108477156202.282","113491969217.602","115940646884.257","120513630946.323","120569482584.913","121917094953.63","129494059104.008","137190313103.153","141373209734.721","150670616997.921","157772050594.742","164731896719.422","172846646550.165","183909196440.715","200740234870.56","217115875622.101","235762969399.859","248236012001.171","263095630285.976","275367513815.496","284454600648.917","298637152200.448","312310564281.306","327685211654.597",
"East Asia & Pacific (developing only)","EAP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","517166328828.073","597878603434.672","673308131794.605","758630534970.845","862132263549.456","956901327910.522","1046009440816.08","1174306352949.06","1336508080509.37","1471858709410.61","1613039372005.15","1805520424701.89","2045531075381.74","2324270201918.32","2631577465020.78","2958575727334.73","3281931276512.52","3587297693737.75","3706897671986.6","3993056634629.01","4384771686654.73","4781479185900.96","5239833060493.4","5818282867345.79","6518239155039.64","7388219737617.92","8451972193524.6","9757307836958.73","10815726198297.6","11722382124052.7","13023810554058.3","14401737849563","15842681424861.9",
"East Asia & Pacific (all income levels)","EAS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","1894870780092.76","2170874125215.59","2404018710165.04","2623782694750.85","2902615736826.63","3179835973277.49","3415488098019.55","3741606675211.61","4184029276277.18","4594334265213.43","5046069706218.72","5504448341977.68","5908263357013.49","6348283821337.92","6856919303134.95","7419614754867.78","7995084768938.79","8520033489688.74","8618140257696.52","9094422205384.08","9857208689091.86","10433374170840.3","11151180463351.1","11936516321778.3","13032474421802.1","14221457417243.8","15686280417819.2","17472056190795.8","18667833364444.8","19406669027128.7","21204439603567.1","22870714319843.9","24668847516880.3",
"Europe & Central Asia (developing only)","ECA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","1012581349149.37","1076301379813.44","1119819640163.16","1143195084226.27","1098691113832.85","1049940898449.03","1033743413344.62","960565834987.263","980401172912.207","1012903049192.48","1063206757541.11","1241029789132.46","1240997236759.06","1370439440057.72","1424326433534.79","1503612239874.23","1601259459505.8","1818568376057.78","2013984879228.44","2291041299615.98","2529422481641.89","2783487659727.82","2710316502080.83","2897430019810.71","3115493652860.45","3315991493727.1",
"Europe & Central Asia (all income levels)","ECS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","4861692702166.23","5342755111947.35","5728919938347.32","6069925712753.47","6471575931028.06","6838951494677.15","7190972453056.14","7621111129343.8","8200286492616.64","8784877214953.27","9272038197708.95","9537712392139.84","9582475283618.5","9652245370140.58","9864062491571.63","10263337110533.9","10648677925504.2","11154322526182.7","11716682859514.3","12176826904529.3","13116710840969.7","13810232283878.3","14435474159229.5","15022313162406.5","16008178445685.6","17074529256155.8","18924691397653.3","20338298096364.3","21762013977567.5","21086362126167.8","21939500145869.8","22941719799426.3","23853768029962.3",
"Ecuador","ECU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","23425133175.7688","27058670561.5663","28883801600.8861","29925159555.6644","31864180478.5959","34129446982.962","36101523271.0273","37062993848.8363","40612872669.9082","42565558021.4316","45805672662.1998","49394792849.7911","51501566959.5033","53669197952.8982","57093816778.2592","59738061555.3732","61848690722.8856","65769319022.8983","68871833371.8781","66569733934.9942","68752657134.472","73134788467.766","77367235564.9847","81147944621.2927","90279769836.2994","98211934235.7894","105844538444.247","111298355963.472","120991391951.064","122746205251.236","128061482411.052","141032651095.49","151762622859.105",
"Egypt, Arab Rep.","EGY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","51589403757.9198","58543897767.6089","68264277215.4094","76216671559.1765","83896256593.5083","92166439568.0871","96721050248.4051","102063118292.194","111215806721.752","121140666362.354","132904123245.879","138903228802.959","148114843708.581","155752789754.209","165238280723.961","176932050291.279","189047994473.508","203273395092.398","214449203020.116","230878754281.21","248536090100.091","263156144636.851","273768881164.97","288462768534.539","308708682172.832","333218411473.091","367508587543.606","404966617137.499","443543254639.237","468409208632.096","499048110002.075","518717009892.73","542738245610.163",
"Euro area","EMU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","2633375765478.91","2894338784623.25","3091703555623.92","3257730216294.86","3459534523268.95","3647949689671.75","3822858822521.18","4033832195888.83","4352139996576.26","4699602346120.74","5050325596624.69","5360611770694.19","5558998686610.6","5643866897235.29","5903671753495.79","6174948068193.56","6397925585231.22","6670055850205.76","6990462214122.68","7270137437373.13","7734248471595.2","8148388499839.18","8456622694580.25","8646402725917.96","9029479662310.44","9493131048042.16","10298939649624.1","10969957480175.3","11458967743586.1","11144217930818.3","11393593206118.2","11753880066321","12064899921437.3",
"Eritrea","ERI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1092846007.22401","1267068911.94958","1567231345.76983","1649531795.28256","1834172407.05717","2017386310.30468","2081989726.94933","2112802606.9658","2090697551.37066","2325295250.27991","2434075281.36175","2419349578.92423","2523478017.74014","2674360938.85914","2733878798.84962","2853275443.89096","2631061797.42138","2757075550.79001","2855262159.0887","3169112851.26744","3471660278.36327",
"Spain","ESP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","255619851848.35","279207101627.608","299910830181.765","317292649531.305","335084555459.225","353334226235.969","372986804246.465","405219923263.431","440579400991.518","479336895916.741","516697805076.522","548632344232.94","566880593022.308","573348621928.918","599291908007.943","628594965679.689","659215205324.053","699729220519.983","750106103155.031","791533179727.692","858075684589.258","919740962602.216","994354296181.313","1040218269296.92","1108118109831.7","1188763816299.92","1338173275018.55","1445658759953.29","1510545479695.48","1469145150392.8","1454678081921.9","1481582918561.62","1510477926427.3",
"Estonia","EST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9072125659.63231","9817099038.79706","11170667177.9188","11721923936.7823","12071126030.2567","13533352704.2701","14620050664.1771","16289037149.9895","18138148445.9522","19932687369.9582","22275160168.6422","25712335117.9395","28956906811.5884","29582225378.7974","26095389034.2045","26927152049.671","29473690901.0337","30892929771.022",
"Ethiopia","ETH","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","11362931331.0634","12165682520.6794","13688381915.7289","13797992591.8583","12634726987.2667","14165219082.117","16601014447.7513","17265606100.4068","17850898459.3775","19033057599.2457","18275259355.146","17041839408.2493","19704348042.8845","20746940975.435","22530454108.7087","25778596133.6784","27099040061.375","26529437180.3656","28308075681.8219","30676891680.0268","33976721586.7353","35051472354.2772","35016374117.0715","40887000694.9891","47236917845.3808","54043821030.3328","61981371866.2331","70186759368.4856","77036104505.5929","85824380494.9158","94047964464.1457","104454087700.811",
"European Union","EUU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","3626384435666.84","3977221132467.74","4264442586344.56","4514365594178.65","4804893625284.65","5071262743156.13","5328192073685.56","5638452023757.56","6076028552484.88","6518604468132.33","6949568357560.45","7245713322492.65","7466882345925.98","7617449551641.6","8000654521196.23","8400863307475.35","8753108026184.41","9165493777727.44","9588515011762.96","9973336435844.06","10630450425919.6","11214607088744.1","11684371569711.7","12018794024872.5","12652596444995.1","13293156462832.5","14428515640139.1","15357670731837.5","16043660439160.5","15611635267521.4","16022051730227","16539273578914.6","17066596734491.9",
"Finland","FIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","42788980306.8842","47401398464.5816","51822874638.4276","55501759969.0914","59375819064.7465","63209830369.5253","66330366259.2965","70658049010.5757","76916473135.2466","83882933602.4261","87566616723.2892","85230067218.2157","84213358174.6321","85364240707.5659","90334136984.662","95862202012.3391","98651391953.5659","107558896474.089","116248000502.696","121974291491.715","132874366305.14","137690991857.091","143179500569.297","144017454324.475","156126050640.084","161096832051.76","174296676607.937","191176157350.775","202336731740.046","189747170357.801","193240096841.955","201949001135.775","209287575607.005",
"Fiji","FJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","1041729910.12305","1211486227.10558","1208457962.86998","1206509521.32538","1356888117.66574","1333815403.0622","1469319885.7318","1412326387.62469","1475477208.67153","1644907118.66051","1806314437.85206","1817271598.49224","1968737834.73301","2054754275.00116","2203515692.54048","2311148864.95887","2464972521.78661","2457216669.78533","2524129402.31898","2786520938.7084","2798417825.88387","2919097824.07022","3061428594.16458","3157175886.9052","3417972569.45942","3556144033.80593","3738866737.5638","3814533758.83736","3939153833.01585","3923213706.78608","3968481052.28335","4134812768.35819","4323669356.40889",
"France","FRA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","522735208951.089","577325085605.565","627306328149.224","660153295954.997","695183813489.687","727951157530.092","761017615307.683","802040650402.527","868486578730.259","939124705765.34","1000996167976.11","1047246926361.5","1087962208787.21","1104424629222.58","1152867445104.68","1200881300058.5","1239459593413.22","1297149817974.71","1365579375034.43","1424154637413.81","1533008121031.02","1628199606224.92","1704947962070.14","1693216388255.92","1761278885233.01","1860699795702.16","1989588777876.6","2112844900045.61","2191237446616.49","2178296776625.13","2228995062582.82","2311912992974.14","2371919329696.02",
"Faeroe Islands","FRO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","143183667.40847","149147042.839865","158274887.920735","170023871.569624","183073856.60766","203354975.786972","215960478.002009","238661196.438586","242218734.181825","265411796.500373","261706879.084944","250571464.826339","261601915.753197","269110717.824459","287479386.487177","299133490.919827","305814759.719338","317958015.105862","316334283.972549","333895684.021724","344103915.247122","346786930.224365","345382867.465805","351770045.918155","365496573.756476","380926951.338478","395390251.826456",
"Gabon","GAB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","5542964347.60118","6371373525.34272","6550188388.52827","7191163983.69109","8021499706.58114","8073620226.20392","8187813925.84809","6982692310.19579","8154041790.67607","9184011101.19004","10027262802.7393","11001771076.3499","10886372969.0802","11564100225.6138","12237636704.5616","13145181274.9808","13862903758.4143","14940988262.6441","15677809020.7838","14486717736.3949","14521488586.0906","15167273994.3158","15372394857.8002","16084721360.9921","16759522687.1691","17839029266.1146","18632023014.3572","20236885479.4666","20891237179.5708","20463677914.994","22126831515.9946","24179420579.7154","26260777207.7418",
"United Kingdom","GBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","471171557275.038","508510430880.756","550784814070.241","593323235080.942","632049049671.523","674796182576.906","717564868113.746","772301501461.569","839194256362.367","890846243385.271","938701813690.342","959643857210.652","985071292778.522","1030086259666.24","1097514499041.5","1155242124209.78","1227785989906.07","1314888544347.06","1367848204790.39","1424158484796.09","1533510572585.05","1627357402176.93","1702600862115.29","1773594987545.14","1896995098586","1984852827291.45","2124836520815.24","2188014248964.03","2213945793020.77","2125438017579.01","2197778352185.42","2233108624557.15","2333169690394.08",
"Georgia","GEO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","14630354308.9775","16844433227.9188","18228417136.7321","19764631323.3859","21619826349.0979","23381091659.2788","21949677395.1922","22882437156.9525","24994803782.8434","24069582903.8381","21287981164.6064","17367012818.708","9770783501.23488","7059392552.59218","6453999156.00543","6775855882.54195","7668171834.10337","8638164184.26193","9031491883.83731","9426856525.8687","9807875485.37252","10512227153.5319","11267700111.0067","12777291183.1433","13905965687.592","15746773568.834","17779990814.848","20553843238.1667","21494503387.0248","20864699981.1281","22465939024.7254","24539316313.0377","26626533277.2528",
"Ghana","GHA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","5177271697.15111","5464142679.03762","5395692704.37163","5353135339.42381","6034484691.68936","6535411530.58743","7028925478.23432","7581772756.36323","8287372602.57131","9036694562.99526","9691642179.41532","10550290702.6022","11190425581.5455","11990397351.4693","12638264376.4388","13464117091.7759","14333183526.4071","15222560761.7018","16161986377.9682","17120522721.4665","18138129851.3177","19291311994.3086","20486786571.8642","22006088339.8545","23891762826.9111","26141197001.4296","28711515644.8837","31452351960.2072","34858100326.4646","36568783417.12","40024324411.8737","47010128482.5822","51929967401.2386",
"Guinea","GIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","2717505582.72186","2889430093.23311","3178666487.86513","3430372022.07312","3714428635.44959","3941030896.28911","4155666284.72238","4460987955.8956","4732526425.51878","5065758673.63162","5385474158.11596","5773727053.96103","6068196566.73185","6391885917.44186","6693643492.89489","7095822995.52396","7583473521.02548","7839899149.19227","8248933664.4766","8778187131.76362","9287607635.35557","9724845078.37508","10430621086.891","10492812287.5681","10839057881.7333","11502350215.9839","12238629696.121",
"Gambia, The","GMB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","492451308.880745","556497504.348007","585889557.029647","675350476.137712","725486660.896781","741569866.043305","789167656.874776","832226022.262399","899761921.828031","988677000.595201","1062693629.86143","1132948163.38026","1195896857.97972","1258926877.06865","1286541633.70209","1328081672.91697","1381651782.54396","1477292868.35292","1550478191.80954","1673898382.64918","1804173415.99675","1952090131.11902","1919316627.06467","2094381071.4737","2305068311.78052","2359152822.40518","2462633389.70306","2626039084.23524","2838034015.94337","3047630585.75525","3289957393.98294","3215638591.39234","3489522035.45998",
"Guinea-Bissau","GNB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","360803107.957167","466311350.578869","515501439.329054","517681090.493838","586051412.144018","629112668.770399","638073581.447236","675814990.28417","731519407.024377","805359229.34354","886893208.766214","963801706.855547","994927674.320209","1038091871.53647","1093122986.19507","1167770318.01405","1326308358.53088","1439748484.81057","1049722147.8943","1076037308.55576","1139353106.57741","1249366409.17444","1295039559.33439","1257018549.01319","1282697353.39474","1390527001.40301","1406938115.01572","1535152468.00864","1733246255.13723","1768048063.90876","1822488143.98043","1967354313.75169","1983650308.84128",
"Equatorial Guinea","GNQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","430979580.377627","430347351.342455","462609037.451223","491430012.587943","503661492.37171","539811350.062961","551811148.954212","623695936.524209","677499919.75627","726657990.859507","849614688.095242","1116636653.73438","1948398005.19547","2408678992.00891","3456947524.19707","3971543556.02933","6635807962.9311","8056054774.22562","9373677746.03398","13299230810.8405","15080207467.2043","13050840067.0453","16370832422.7588","19536303498.3309","19870910003.7052","19794769502.4394","21216012396.3935","22260449397.7883",
"Greece","GRC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","79307291385.376","85392550862.472","89569206197.8039","92107813969.3906","97488557933.0617","102987063177.217","105834867361.49","106477312167.451","114880145777.079","123761544406.758","128547010309.935","137229256279.09","141471664822.632","142263904116.519","148144610354.338","154393632784.073","160994948241.254","171135521040.435","177152939473.569","183668164265.977","199196616793.429","216275693002.324","235150862975.362","248094119471.366","263939749803.27","270363806316.208","298033666356.612","310520933938.747","332659544913.282","329465981837.796","311398870006.933","292203261649.525","285741985595.043",
"Grenada","GRD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","167183986.875274","184411507.822913","205283815.185753","219648281.396116","238801911.773872","265982894.347286","294363297.333816","336770475.88252","360445299.151223","396724233.066648","433179241.524622","458188084.448834","466452233.351417","464095945.525766","486583690.888334","510371019.388995","540482807.624974","576292332.770578","622618513.585434","695380727.639177","734604674.341279","735520127.939701","774727676.12442","867303380.723581","882515472.175958","1035043844.57424","1018239866.56293","1111918842.64353","1147283760.77291","1080293620.83483","1090888219.49038","1124869851.95727","1142035590.49624",
"Greenland","GRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","13011494816.888","14323032707.7382","14659281875.3622","14847169576.2516","15481299503.0126","15856877218.6182","16234622797.6753","17302495799.5316","18601965087.53","20063225784.3257","21470221669.3072","23011982837.6173","24633540533.0654","26162203310.6169","27771674929.7808","29824035818.354","31249887717.1367","33242376767.4249","35392668891.6608","37293172327.9897","39475077348.1944","41311663266.4054","43605828695.6821","45651212850.8142","48414062469.2235","51651820181.1914","56186470180.5412","61460101774.4348","64880355671.5806","65794878491.3528","68588255609.7913","73017272115.89","76955475035.4023",
"Guam","GUM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
